# File: FAO_For_Exp_USD_FORESTAT.csv
# Title: FAO historical forests export value
# PriceUnits: Export Value in Thousand Nominal US$
# Source: FAOSTAT (domain:FO FAO.udpate:2021-03-01)
# Date of last update: 2021-04-14
# Column types: cicicippppppppppppppppppppppppppppppppppppppppppppppppppppppppppp
# ----------
countries,country codes,item,item codes,element,element codes,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Slovakia,199,Roundwood,1861,Export Value (1000 US$),5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22151,36262,34838,36370,52832,32186,53373,56842,59812,49863,59890,59815,96011,87143,115985,154533,155856,248500,221051,261115,208423,217477,160735,145270,144019,169180,159415
Slovenia,198,Roundwood,1861,Export Value (1000 US$),5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21330,11810,15056,11686,11109,13298,15365,14169,12183,12372,15250,18275,19420,32976,43923,63617,67353,61270,75720,113860,116979,144582,198921,183992,223643,220956,249802,170790
Solomon Islands,25,Roundwood,1861,Export Value (1000 US$),5922,6,1,56,280,217,440,1263,1583,2692,3118,3623,3400,4834,5708,3550,6839,8175,7387,15051,15234,15003,21406,18842,20150,20750,20000,17498,18089,16181,33703,34797,59832,80999,112005,113522,127449,123364,69954,80565,60800,62454,60035,81444,115941,154362,188167,229043,258031,203704,311810,389035,423629,437082,501835,542791,462891,565911,646813,472702
Somalia,201,Roundwood,1861,Export Value (1000 US$),5922,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,0,0,0,0,0,516,516,516,516,501,317,317,322,321,46,46,90,92,291,291,255,219,285,0,0,0
South Africa,202,Roundwood,1861,Export Value (1000 US$),5922,193,179,106,193,398,288,508,489,210,402,340,214,206,254,201,1052,2004,7413,6777,3844,4228,2596,4036,3774,2722,4155,3726,4846,3514,3049,7666,9227,47794,43322,37121,53460,28571,25030,24472,24472,13255,25790,22773,24369,16222,11320,11320,13718,13504,14863,12960,12827,16699,26990,29199,20881,60199,85137,59597
South Sudan,277,Roundwood,1861,Export Value (1000 US$),5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,27,27,47,68,6114,8242,3009
Spain,203,Roundwood,1861,Export Value (1000 US$),5922,54,54,105,218,230,168,243,887,729,1887,1613,1067,992,2165,4587,3143,2249,2141,4758,9570,8939,7886,6742,3332,3735,5332,15815,13730,15730,8878,3144,6300,4835,15926,32300,14461,21639,28693,18093,13622,24367,14239,17906,17813,19565,25303,36893,107251,74521,89004,148471,145193,223270,231252,133663,141042,106405,125664,144946
Sri Lanka,38,Roundwood,1861,Export Value (1000 US$),5922,43,60,33,34,28,75,89,32,34,29,22,10,10,10,196,121,27,27,27,27,,,,,,,0,,,246,62,120,116,24,39,39,364,364,364,364,364,70,1103,1106,1106,618,1569,1472,994,638,794,841,367,182,100,118,16,90,1
Sudan,276,Roundwood,1861,Export Value (1000 US$),5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,903,903,903,18002,10639,19006,5635,5635
Sudan (former),206,Roundwood,1861,Export Value (1000 US$),5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,41,41,41,0,0,0,19,19,57,50,322,322,97,449,1918,4546,5897,25,,,,,,,,
Suriname,207,Roundwood,1861,Export Value (1000 US$),5922,478,579,576,399,604,779,607,524,560,617,438,490,610,1034,998,649,937,1472,1959,2107,2523,2232,2064,1501,1678,628,338,1420,889,137,116,586,896,1646,653,3515,2953,1600,1718,1242,1091,3155,495,810,1382,2441,1793,3639,3833,6420,11996,14703,12845,21144,26193,32469,58331,64410,68640
Sweden,210,Roundwood,1861,Export Value (1000 US$),5922,15707,17912,20155,27128,33470,34764,39524,36933,39550,58400,53145,38666,50248,52785,63137,54871,37456,37279,36612,42721,38489,27291,24293,33174,34375,30057,47072,58733,59067,67771,53807,55098,44518,54824,150399,137823,112752,83436,69441,61146,53097,81276,84409,97100,176911,171918,316323,227866,97438,112665,92665,101650,76118,68525,49579,47942,128484,114330,108950
Switzerland,211,Roundwood,1861,Export Value (1000 US$),5922,1552,1746,2588,3327,3191,3712,5007,6852,4721,5765,7216,10162,16975,27468,30570,33616,43963,63814,56711,77936,61187,43548,37758,42139,35057,45909,60721,47500,62780,105068,99334,105620,93823,96291,111091,96355,94324,116159,98369,161727,130035,99783,106771,125758,117982,157183,162271,136943,96005,88361,118692,91033,84034,87280,65974,55708,56560,74131,58966
Syrian Arab Republic,212,Roundwood,1861,Export Value (1000 US$),5922,80,126,107,59,134,191,164,202,21,,,,,42,549,631,,28,124,132,132,,,,,,0,,,3,,1,,0,0,0,5,5,0,0,460,505,229,794,794,766,367,570,570,343,248,1376,52,88,10,10,2,0,0
Tajikistan,208,Roundwood,1861,Export Value (1000 US$),5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,26,10,0,0,0,0,0,0,0
Thailand,216,Roundwood,1861,Export Value (1000 US$),5922,1634,1469,1528,2404,4754,5387,4568,3942,3846,3521,4754,6528,12067,12067,104,10687,8783,3030,293,293,2816,2500,,,,,0,,,6226,9175,6816,244,88,1287,0,0,766,19,15,18,4080,4189,535,9801,8052,9580,6867,4827,3806,7414,17185,25855,37240,10451,5622,2511,3678,4173
Timor-Leste,176,Roundwood,1861,Export Value (1000 US$),5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,66,256,298,298,272,431,954,424,122,112,20,94,31,0,8
Togo,217,Roundwood,1861,Export Value (1000 US$),5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,24,,156,390,78,4398,1739,782,778,778,451,788,3634,14476,18584,23987,37651,28250,44400,40102,41085,38519,50908,37184,18135,18790,9180,10551
Tokelau,218,Roundwood,1861,Export Value (1000 US$),5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
Tonga,219,Roundwood,1861,Export Value (1000 US$),5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,511,6,,,0,0,0,0,12,12,12,12,12,105,390,390,121,233,69,16,26,113,243,243,68,32,0,0,0,43
Trinidad and Tobago,220,Roundwood,1861,Export Value (1000 US$),5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,714,409,796,491,385,385,0,0,0,0,0,0,42,41,21,40,25,46,750,368,595,3683,2571,1497,192,207,535,124,698,20
Tunisia,222,Roundwood,1861,Export Value (1000 US$),5922,,,,,,,,,,,,,,,21,,,,,,,,,,,,0,,,212,,268,,4,0,0,0,0,0,0,0,0,0,31,31,31,31,1527,427,299,146,151,215,208,16,29,8,71,35
Turkey,223,Roundwood,1861,Export Value (1000 US$),5922,827,922,1461,1237,1393,1440,1342,1151,1482,1935,2790,3803,5024,1838,1765,1071,915,414,316,456,4525,5287,5259,15213,16718,7037,2788,6318,2708,1138,1036,453,842,1923,13231,5065,6871,7858,671,1217,464,664,2777,2157,2818,260,4260,1658,614,1948,1732,3594,945,199,309,1277,3068,7226,9183
Turkmenistan,213,Roundwood,1861,Export Value (1000 US$),5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,46,46,46,46,46,46,46,46,46,46,46,46,46,0,0,0,0,0,0,0,0
Turks and Caicos Islands,224,Roundwood,1861,Export Value (1000 US$),5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,14,0,0
Tuvalu,227,Roundwood,1861,Export Value (1000 US$),5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
Uganda,226,Roundwood,1861,Export Value (1000 US$),5922,8,6,10,,9,5,,,15,29,22,35,24,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,190,484,484,383,502,1526,969,334,823,911,743,9322,5552,6525,5052,966,331
Ukraine,230,Roundwood,1861,Export Value (1000 US$),5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132,222,222,2389,14320,20946,21177,32804,32804,54638,64602,90736,133861,146281,159160,194235,194235,194235,219526,283356,255823,296778,304847,296329,160383,51167,42511,42519
United Arab Emirates,225,Roundwood,1861,Export Value (1000 US$),5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,0,0,0,0,0,0,0,289,289,289,936,936,936,936,2621,927,3333,2145,4320,2577,4793,2801,5655,10148,7300,8332
United Kingdom,229,Roundwood,1861,Export Value (1000 US$),5922,1975,2313,1605,1099,1162,1221,1012,900,1440,1985,1601,1462,3238,4352,3929,5010,6971,7413,10287,18434,39738,26230,23103,19787,20339,18162,23354,24214,22663,16795,18815,17228,11723,12908,18526,16287,17315,21594,18863,23240,13127,14013,23811,40364,47769,49360,65438,56872,22060,39598,52405,59525,66857,51235,42076,31537,28921,29169,27525
United Republic of Tanzania,215,Roundwood,1861,Export Value (1000 US$),5922,243,133,177,285,277,151,106,120,258,291,522,188,214,277,22,,51,46,269,131,24,24,52,52,52,14,14,14,14,5524,2223,5853,1163,1544,2903,1821,2823,988,1903,1701,1701,888,3422,6296,6296,12170,11759,5204,6443,5820,2643,3102,3768,1354,7971,4790,3529,7237,8001
United States of America,231,Roundwood,1861,Export Value (1000 US$),5922,54277,61317,79823,91929,124381,137381,202383,287098,303246,368358,301357,445020,825070,745835,751020,948086,1001676,1219731,1793702,1624207,1138497,1291272,1199030,1212443,1293628,1268566,1686484,2292973,2447770,2491915,2203542,2257888,2492785,2295941,2312986,2152502,1690067,1346556,1355006,1448989,1261747,1229127,1241214,1460554,1458585,1470431,1683331,1654509,1363768,1858906,2260677,1952012,2429903,2485749,1767567,2024014,2434148,2452810,1697707
Uruguay,234,Roundwood,1861,Export Value (1000 US$),5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4886,3929,13660,13661,6708,25818,28007,34817,54730,35151,39388,40853,42982,47352,55466,55735,73633,92017,33460,22023,34668,34603,16754,16313,25398,32418,24429,117210,297642,178055
USSR,228,Roundwood,1861,Export Value (1000 US$),5922,79471,112210,103143,128303,168150,184253,186218,218407,223344,266595,273671,288712,532175,707681,599376,596290,703548,665872,829692,797800,705098,592164,677504,698518,692050,815100,832500,1097589,1010070,783187,692734,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uzbekistan,235,Roundwood,1861,Export Value (1000 US$),5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,116,52,44,96,96,90,428,424,424,424,424,427,156,5,5,19,318,245,36,36
Vanuatu,155,Roundwood,1861,Export Value (1000 US$),5922,23,23,23,23,,,,,,,,,,,,,,,585,585,585,585,546,546,1115,412,1733,473,686,727,,,671,671,671,671,53,58,153,35,35,283,378,287,292,49,175,65,106,55,765,1085,1775,803,615,1684,6008,1420,880
Venezuela (Bolivarian Republic of),236,Roundwood,1861,Export Value (1000 US$),5922,14,41,8,5,168,111,2,,,,,,,,,,,,,,,,,,,,0,,,1214,8,54,150,124,1991,2990,833,511,677,238,173,126,471,608,202,82,0,0,0,10,0,0,34,0,0,0,418,2367,1878
Viet Nam,237,Roundwood,1861,Export Value (1000 US$),5922,,,,,,,,,,,,,,,,,,,,,,,,,3059,1920,5032,16107,21266,66486,48459,11068,5864,2730,10526,13724,3624,2625,8070,8070,2431,4127,4130,9385,9385,34658,132505,47993,27719,57589,303391,187310,204753,388535,86250,77417,73789,47560,19106
Wallis and Futuna Islands,243,Roundwood,1861,Export Value (1000 US$),5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
Western Sahara,205,Roundwood,1861,Export Value (1000 US$),5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0
Yemen,249,Roundwood,1861,Export Value (1000 US$),5922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,10,10,0,0,0,0,0,0,0,0,0,0,22,0,2,0,14,0,3,0,0,0,0
Yugoslav SFR,248,Roundwood,1861,Export Value (1000 US$),5922,8950,8390,11156,11365,9812,6762,5993,7346,10281,12023,14059,15532,25450,36463,32171,45243,60374,35669,48109,70994,47064,39416,46659,26183,17953,21070,48595,49151,103439,67238,10118,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zambia,251,Roundwood,1861,Export Value (1000 US$),5922,,,,2,1,,,,,40,,,,,,,,,,,,,,,,,,,,18,4,711,,0,69,69,69,286,155,161,87,87,87,63,63,63,63,2525,3051,1414,193,523,644,52197,60670,87205,130052,52507,32718
Zimbabwe,181,Roundwood,1861,Export Value (1000 US$),5922,1,5,4,28,249,247,,,,,,,,,,37,90,67,39,54,139,1396,513,515,515,216,533,106,106,339,90,2070,1550,1550,1521,131,57,57,57,0,0,0,0,429,429,429,429,441,101,219,59,210,326,415,386,180,1778,2124,8494
